IP: ::ffff:127.0.0.1 | Sun Nov 19 2023 23:04:17 | nameless | Added video	VideoID: Cd60Ul--w_4	Tags: 	Date: 2023-08-08	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 09:22:56 | nameless | Added match	VideoID: 55UaSes9I7g	Time: 4h39m26s	P1: c10 DCQ	P2: c12 Angrybird	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 09:23:39 | nameless | Added match	VideoID: 55UaSes9I7g	Time: 6h43m5s	P1: c10 Kakeru	P2: c12 Angrybird	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 09:24:11 | nameless | Added match	VideoID: 55UaSes9I7g	Time: 7h16m36s	P1: c3 Punk	P2: c10 Kakeru	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 09:24:42 | nameless | Added match	VideoID: 55UaSes9I7g	Time: 7h53m10s	P1: c10 Kakeru	P2: c12 Angrybird	Winner: 1.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 09:25:10 | nameless | Added match	VideoID: 55UaSes9I7g	Time: 8h6m31s	P1: c10 Kakeru	P2: c12 Angrybird	Winner: 1.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 09:27:59 | nameless | Added video	VideoID: rz2xOYvAljg	Tags: 	Date: 2023-09-09	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 09:27:59 | nameless | Added match	VideoID: rz2xOYvAljg	Time: 19s	P1: c10 KEI.B	P2: c16 Jonii	Winner: 1.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 09:32:10 | nameless | Added video	VideoID: hbSrm5ADBPU	Tags: 	Date: 2023-09-10	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 09:32:10 | nameless | Added match	VideoID: hbSrm5ADBPU	Time: 4s	P1: c12 Daigo	P2: c10 Nemo	Winner: 1.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 09:42:06 | nameless | Added video	VideoID: 3VDyWgrCRbQ	Tags: 	Date: 2023-09-10	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 09:42:06 | nameless | Added match	VideoID: 3VDyWgrCRbQ	Time: 0s	P1: c5 Fuudo	P2: c10 Kakeru	Winner: 1.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 09:42:31 | nameless | Modified match	VideoID: 3VDyWgrCRbQ	Time from: 0 to 5
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 09:43:33 | nameless | Added video	VideoID: Kiqin8wiTTA	Tags: 	Date: 2023-07-20	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 09:43:33 | nameless | Added match	VideoID: Kiqin8wiTTA	Time: 1s	P1: c12 Daigo	P2: c10 Kakeru	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 09:44:42 | nameless | Added video	VideoID: P6pbO-PJTlM	Tags: 	Date: 2023-09-11	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 09:44:42 | nameless | Added match	VideoID: P6pbO-PJTlM	Time: 4s	P1: c4 GO1	P2: c10 Nemo	Winner: 1.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:01:44 | nameless | Added video	VideoID: ydT8-hb0LmA	Tags: 	Date: 2023-09-11	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:01:44 | nameless | Added match	VideoID: ydT8-hb0LmA	Time: 5s	P1: c17 BigBird	P2: c10 Kakeru	Winner: 1.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:02:26 | nameless | Added video	VideoID: K78-jJVvXpw	Tags: 	Date: 2023-09-11	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:02:26 | nameless | Added match	VideoID: K78-jJVvXpw	Time: 4s	P1: c12 Angrybird	P2: c10 Kakeru	Winner: 1.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:03:21 | nameless | Added video	VideoID: 74QIA0Mw5KA	Tags: 	Date: 2023-09-11	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:03:21 | nameless | Added match	VideoID: 74QIA0Mw5KA	Time: 1s	P1: c10 Kakeru	P2: c19 Mago	Winner: 1.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:03:46 | nameless | Added match	VideoID: 74QIA0Mw5KA	Time: 2m2s	P1: c13 Oniki	P2: c10 Kakeru	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:04:20 | nameless | Added match	VideoID: 74QIA0Mw5KA	Time: 4m38s	P1: c4 Moke	P2: c10 Kakeru	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:04:57 | nameless | Added match	VideoID: 74QIA0Mw5KA	Time: 7m4s	P1: c11 Xiaohai	P2: c10 Kakeru	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:05:23 | nameless | Added match	VideoID: 74QIA0Mw5KA	Time: 10m15s	P1: c10 Kakeru	P2: c10 DCQ	Winner: 1.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:06:22 | nameless | Added video	VideoID: Ds3yMsMYdE4	Tags: 	Date: 2023-09-12	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:06:22 | nameless | Added match	VideoID: Ds3yMsMYdE4	Time: 5s	P1: c10 Nemo	P2: c10 Kakeru	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:07:09 | nameless | Added video	VideoID: 1I7fzraDkZY	Tags: 	Date: 2023-09-11	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:07:09 | nameless | Added match	VideoID: 1I7fzraDkZY	Time: 4s	P1: c10 Nemo	P2: c12 Daigo	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:13:31 | nameless | Added video	VideoID: K-IvIFMnJPg	Tags: 	Date: 2023-09-12	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:13:31 | nameless | Added match	VideoID: K-IvIFMnJPg	Time: 4s	P1: c12 Tokido	P2: c10 Kakeru	Winner: 1.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:15:32 | nameless | Added video	VideoID: YLLqQUVVfzY	Tags: 	Date: 2023-09-11	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:15:32 | nameless | Added match	VideoID: YLLqQUVVfzY	Time: 7s	P1: c10 Kakeru	P2: c5 Fuudo	Winner: 1.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:37:24 | nameless | Added video	VideoID: SqoQmrhifxM	Tags: 	Date: 2023-09-13	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:37:24 | nameless | Added match	VideoID: SqoQmrhifxM	Time: 5s	P1: c12 Daigo	P2: c10 Kakeru	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:38:27 | nameless | Added video	VideoID: LGL66UqIVQY	Tags: 	Date: 2023-09-13	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:38:27 | nameless | Added match	VideoID: LGL66UqIVQY	Time: 4s	P1: c11 Mago	P2: c10 Kakeru	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:39:11 | nameless | Added video	VideoID: bYdECgOHfAs	Tags: 	Date: 2023-09-05	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:39:11 | nameless | Added match	VideoID: bYdECgOHfAs	Time: 7s	P1: c18 Gachikun	P2: c10 Kakeru	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:41:19 | nameless | Added video	VideoID: UnvhcwDvriY	Tags: 	Date: 2023-06-23	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:41:19 | nameless | Added match	VideoID: UnvhcwDvriY	Time: 4s	P1: c12 Momochi	P2: c10 Kakeru	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:41:59 | nameless | Added video	VideoID: 9F8xe-go6aQ	Tags: 	Date: 2023-09-11	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:41:59 | nameless | Added match	VideoID: 9F8xe-go6aQ	Time: 7s	P1: c13 Oniki	P2: c10 Kakeru	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:42:41 | nameless | Added video	VideoID: rMtyFrj_2sM	Tags: 	Date: 2023-09-05	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:42:41 | nameless | Added match	VideoID: rMtyFrj_2sM	Time: 7s	P1: c10 Kakeru	P2: c15 Bonchan	Winner: 1.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:45:00 | nameless | Added video	VideoID: IaYGQsDJNBU	Tags: 	Date: 2023-09-16	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:45:00 | nameless | Added match	VideoID: IaYGQsDJNBU	Time: 4s	P1: c15 Bonchan	P2: c10 Nemo	Winner: 1.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:45:49 | nameless | Added video	VideoID: b1SFrFfV0ug	Tags: 	Date: 2023-09-15	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:45:49 | nameless | Added match	VideoID: b1SFrFfV0ug	Time: 4s	P1: c10 Kakeru	P2: c5 Fuudo	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:47:21 | nameless | Added video	VideoID: Vx94ljsW5Jo	Tags: 	Date: 2023-09-16	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:47:21 | nameless | Added match	VideoID: Vx94ljsW5Jo	Time: 45m39s	P1: c4 GO1	P2: c10 ACQUA	Winner: 1.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:47:55 | nameless | Added match	VideoID: Vx94ljsW5Jo	Time: 1h9m23s	P1: c10 ACQUA	P2: c10 Kakeru	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:48:48 | nameless | Added match	VideoID: Vx94ljsW5Jo	Time: 2h19m48s	P1: c5 Fuudo	P2: c10 Kakeru	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:49:28 | nameless | Added match	VideoID: Vx94ljsW5Jo	Time: 2h49m23s	P1: c3 Mizuha	P2: c10 Kakeru	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:50:07 | nameless | Added match	VideoID: Vx94ljsW5Jo	Time: 3h24m55s	P1: c10 Kakeru	P2: c3 Kazunoko	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:51:03 | nameless | Added video	VideoID: helFkuWoX1o	Tags: 	Date: 2023-09-14	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:51:03 | nameless | Added match	VideoID: helFkuWoX1o	Time: 4s	P1: c11 Xiaohai	P2: c10 Kakeru	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:53:20 | nameless | Added video	VideoID: CQmgxZlieyY	Tags: 	Date: 2023-09-17	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:53:20 | nameless | Added match	VideoID: CQmgxZlieyY	Time: 4s	P1: c19 Mago	P2: c10 Nemo	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:54:12 | nameless | Added video	VideoID: jnn89fY8ViM	Tags: 	Date: 2023-09-13	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:54:12 | nameless | Added match	VideoID: jnn89fY8ViM	Time: 4s	P1: c17 BigBird	P2: c10 Kakeru	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:55:15 | nameless | Added video	VideoID: 2yfi_vL_ufg	Tags: 	Date: 2023-09-17	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:55:15 | nameless | Added match	VideoID: 2yfi_vL_ufg	Time: 9s	P1: c19 KOGI	P2: c10 Kakeru	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:56:55 | nameless | Added video	VideoID: zRlrgiqpM-w	Tags: 	Date: 2023-09-13	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:56:55 | nameless | Added match	VideoID: zRlrgiqpM-w	Time: 1h7s	P1: c12 Daigo	P2: c10 Kakeru	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:57:43 | nameless | Added match	VideoID: zRlrgiqpM-w	Time: 1h55m16s	P1: c17 Shuto	P2: c10 Kakeru	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:58:47 | nameless | Added match	VideoID: zRlrgiqpM-w	Time: 2h43m24s	P1: c10 Taiji	P2: c6 Ariken	Winner: 1.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 10:59:27 | nameless | Added match	VideoID: zRlrgiqpM-w	Time: 3h38m7s	P1: c5 Fuudo	P2: c10 Kakeru	Winner: 1.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:00:07 | nameless | Added match	VideoID: zRlrgiqpM-w	Time: 4h17m28s	P1: c10 Taiji	P2: c4 Oonuki	Winner: 1.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:01:05 | nameless | Added match	VideoID: zRlrgiqpM-w	Time: 4h25m4s	P1: c12 Daigo	P2: c10 Kakeru	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:01:46 | nameless | Added match	VideoID: zRlrgiqpM-w	Time: 4h55m51s	P1: c10 Taiji	P2: c4 Oonuki	Winner: 1.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:02:15 | nameless | Added match	VideoID: zRlrgiqpM-w	Time: 5h1m35s	P1: c12 Daigo	P2: c10 Kakeru	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:02:56 | nameless | Added match	VideoID: zRlrgiqpM-w	Time: 5h32m54s	P1: c10 Taiji	P2: c4 Oonuki	Winner: 1.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:05:35 | nameless | Added video	VideoID: 87Yu3VrJVJY	Tags: 	Date: 2023-09-18	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:05:35 | nameless | Added match	VideoID: 87Yu3VrJVJY	Time: 4s	P1: c12 Tokido	P2: c10 Kakeru	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:06:54 | nameless | Added video	VideoID: 3zYpbxmDDfI	Tags: 	Date: 2023-09-18	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:06:54 | nameless | Added match	VideoID: 3zYpbxmDDfI	Time: 4s	P1: c10 Kakeru	P2: c5 Fuudo	Winner: 1.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:07:53 | nameless | Added video	VideoID: 8ufzBymztYE	Tags: 	Date: 2023-09-19	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:07:53 | nameless | Added match	VideoID: 8ufzBymztYE	Time: 7s	P1: c10 Ryuusei	P2: c12 Daigo	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:11:08 | nameless | Added video	VideoID: Eoc0RHkiELg	Tags: 	Date: 2023-09-19	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:11:08 | nameless | Added match	VideoID: Eoc0RHkiELg	Time: 4s	P1: c15 Bonchan	P2: c10 Kakeru	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:11:51 | nameless | Added video	VideoID: vGtNP0SxA5c	Tags: 	Date: 2023-09-19	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:11:51 | nameless | Added match	VideoID: vGtNP0SxA5c	Time: 4s	P1: c7 StormKubo	P2: c10 Kakeru	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:14:02 | nameless | Added video	VideoID: lG-Vxp96oQ8	Tags: 	Date: 2023-09-20	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:14:02 | nameless | Added match	VideoID: lG-Vxp96oQ8	Time: 7s	P1: c10 Kakeru	P2: c17 Shuto	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:14:48 | nameless | Added video	VideoID: W3bGeXvA_44	Tags: 	Date: 2023-09-21	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:14:48 | nameless | Added match	VideoID: W3bGeXvA_44	Time: 7s	P1: c10 Kakeru	P2: c5 Fuudo	Winner: 1.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:15:32 | nameless | Added video	VideoID: T_dWdhfs-3g	Tags: 	Date: 2023-09-05	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:15:32 | nameless | Added match	VideoID: T_dWdhfs-3g	Time: 0s	P1: c12 Angrybird	P2: c10 Kakeru	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:15:55 | nameless | Modified match	VideoID: T_dWdhfs-3g	Time from: 0 to 4
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:16:55 | nameless | Added video	VideoID: 6GtwFfyho38	Tags: 	Date: 2023-09-24	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:16:55 | nameless | Added match	VideoID: 6GtwFfyho38	Time: 21s	P1: c10 Nemo	P2: c3 spikun	Winner: 1.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:17:16 | nameless | Added match	VideoID: 6GtwFfyho38	Time: 1m37s	P1: c10 Nemo	P2: c18 Gachikun	Winner: 1.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:18:11 | nameless | Added match	VideoID: 6GtwFfyho38	Time: 3m24s	P1: c10 Nemo	P2: c19 GurabitonHarada	Winner: 1.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:18:35 | nameless | Added match	VideoID: 6GtwFfyho38	Time: 5m19s	P1: c13 matsu56	P2: c10 Nemo	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:19:29 | nameless | Added match	VideoID: 6GtwFfyho38	Time: 7m1s	P1: c3 UchuuMama	P2: c10 Nemo	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:19:51 | nameless | Added match	VideoID: 6GtwFfyho38	Time: 8m26s	P1: c10 Nemo	P2: c19 GurabitonHarada	Winner: 1.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:20:37 | nameless | Added video	VideoID: tfFm8sh6uWk	Tags: 	Date: 2023-09-25	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:20:37 | nameless | Added match	VideoID: tfFm8sh6uWk	Time: 4s	P1: c8 Higuchi	P2: c10 ACQUA	Winner: 1.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:22:33 | nameless | Added video	VideoID: SobxTH6r2PY	Tags: 	Date: 2023-09-25	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:22:33 | nameless | Added match	VideoID: SobxTH6r2PY	Time: 4s	P1: c10 Nemo	P2: c15 Jazzy	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:23:12 | nameless | Added video	VideoID: VK6meF5O0Os	Tags: 	Date: 2023-09-25	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:23:12 | nameless | Added match	VideoID: VK6meF5O0Os	Time: 4s	P1: c10 Kakeru	P2: c4 Moke	Winner: 1.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:24:47 | nameless | Added video	VideoID: H1v62142eBk	Tags: 	Date: 2023-09-24	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:24:47 | nameless | Added match	VideoID: H1v62142eBk	Time: 5s	P1: c10 Nemo	P2: c18 Gachikun	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:25:27 | nameless | Added video	VideoID: e2dBB6IDZNM	Tags: 	Date: 2023-09-25	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:25:27 | nameless | Added match	VideoID: e2dBB6IDZNM	Time: 7s	P1: c10 Nemo	P2: c18 Gachikun	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:26:25 | nameless | Added video	VideoID: 37-Ht7ImvPE	Tags: 	Date: 2023-09-25	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:26:25 | nameless | Added match	VideoID: 37-Ht7ImvPE	Time: 4s	P1: c10 BananaKen	P2: c3 Punk	Winner: 1.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:27:08 | nameless | Added video	VideoID: w-V8zV4b0ZI	Tags: 	Date: 2023-09-25	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:27:08 | nameless | Added match	VideoID: w-V8zV4b0ZI	Time: 5s	P1: c10 Kakeru	P2: c5 Fuudo	Winner: 1.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:29:32 | nameless | Added video	VideoID: kP9SUk8hKpk	Tags: 	Date: 2023-09-26	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:29:32 | nameless | Added match	VideoID: kP9SUk8hKpk	Time: 4s	P1: c12 Tokido	P2: c10 Nemo	Winner: 1.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:30:13 | nameless | Added video	VideoID: zFepbSmtvoQ	Tags: 	Date: 2023-09-26	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:30:13 | nameless | Added match	VideoID: zFepbSmtvoQ	Time: 4s	P1: c18 Gachikun	P2: c10 Nemo	Winner: 1.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:30:55 | nameless | Added video	VideoID: X0ywQtsidpg	Tags: 	Date: 2023-09-27	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:30:55 | nameless | Added match	VideoID: X0ywQtsidpg	Time: 5s	P1: c4 XYLi	P2: c10 Kakeru	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:31:38 | nameless | Added video	VideoID: Qmj43ik8YxE	Tags: 	Date: 2023-09-26	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:31:38 | nameless | Added match	VideoID: Qmj43ik8YxE	Time: 5s	P1: c10 Kakeru	P2: c8 Daikoku	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:32:52 | nameless | Added video	VideoID: kVjkF7pMplI	Tags: 	Date: 2023-09-29	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:32:52 | nameless | Added match	VideoID: kVjkF7pMplI	Time: 1h14m	P1: c18 Gachikun	P2: c10 Kakeru	Winner: 1.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:34:19 | nameless | Added match	VideoID: kVjkF7pMplI	Time: 36m28s	P1: c10 Kakeru	P2: c12 Tokido	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:35:43 | nameless | Added video	VideoID: 1bCscZ8VKSU	Tags: 	Date: 2023-09-11	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:35:43 | nameless | Added match	VideoID: 1bCscZ8VKSU	Time: 4s	P1: c11 Xiaohai	P2: c10 Kakeru	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:36:52 | nameless | Added video	VideoID: uDMVm3DCR0Q	Tags: 	Date: 2023-09-30	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:36:52 | nameless | Added match	VideoID: uDMVm3DCR0Q	Time: 5s	P1: c5 Maldominant	P2: c10 Juicyjoe2000	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:37:32 | nameless | Added match	VideoID: uDMVm3DCR0Q	Time: 2m57s	P1: c10 Juicyjoe2000	P2: c8 Akainu	Winner: 1.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:37:55 | nameless | Added match	VideoID: uDMVm3DCR0Q	Time: 4m57s	P1: c10 Juicyjoe2000	P2: c20 Yayano	Winner: 1.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:38:15 | nameless | Added match	VideoID: uDMVm3DCR0Q	Time: 6m47s	P1: c10 Juicyjoe2000	P2: c17 NobleSus	Winner: 1.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:38:34 | nameless | Added match	VideoID: uDMVm3DCR0Q	Time: 8m27s	P1: c10 Juicyjoe2000	P2: c16 Bario	Winner: 1.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:38:55 | nameless | Added match	VideoID: uDMVm3DCR0Q	Time: 10m30s	P1: c10 Juicyjoe2000	P2: c4 Cata-Anto	Winner: 1.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:39:19 | nameless | Added match	VideoID: uDMVm3DCR0Q	Time: 12m1s	P1: c12 DAZZ	P2: c10 Juicyjoe2000	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:39:37 | nameless | Added match	VideoID: uDMVm3DCR0Q	Time: 14m52s	P1: c8 Lexx	P2: c10 Juicyjoe2000	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:40:46 | nameless | Added video	VideoID: iodhW7jVBVY	Tags: 	Date: 2023-10-01	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:40:46 | nameless | Added match	VideoID: iodhW7jVBVY	Time: 7s	P1: c10 Kakeru	P2: c5 Fuudo	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:41:23 | nameless | Added video	VideoID: kP7Uk2ZKH2M	Tags: 	Date: 2023-09-03	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:41:23 | nameless | Added match	VideoID: kP7Uk2ZKH2M	Time: 7s	P1: c10 Nemo	P2: c10 Kakeru	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:42:00 | nameless | Added video	VideoID: TC-fPpSrjx0	Tags: 	Date: 2023-10-07	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:42:00 | nameless | Added match	VideoID: TC-fPpSrjx0	Time: 4s	P1: c3 Kazunoko	P2: c10 Kakeru	Winner: 1.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:45:38 | nameless | Added video	VideoID: y7U_jmbfHeI	Tags: 	Date: 2023-10-08	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:45:38 | nameless | Added match	VideoID: y7U_jmbfHeI	Time: 4s	P1: c10 Fenritti	P2: c15 Bonchan	Winner: 1.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:46:25 | nameless | Added video	VideoID: l6M1rhSH-Ag	Tags: 	Date: 2023-10-08	Netplay: N.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:46:25 | nameless | Added match	VideoID: l6M1rhSH-Ag	Time: 7s	P1: c10 Ryuusei	P2: c12 Daigo	Winner: 2.
IP: ::ffff:127.0.0.1 | Mon Nov 20 2023 11:47:15 | nameless | Added video	VideoID: y9y50AdsnLc	Tags: 	Date: 2023-10-09	Netplay: N.
